booking_date,country_code,network,funding_source,card_type,transaction_regionality,total_value_eur,total_fee_eur,adyen_interchange_eur,previous_issuer_eur
2020-04-27,DE,visa,DEBIT,Commercial,INTER_REGIONAL,92.44,1.2439,2.3062,0.9068
2020-04-03,GB,visa,DEBIT,Corporate,INTRA_REGIONAL,155.21,2.0152,3.9456,1.7276
2020-04-25,US,visa,DEBIT,Commercial,INTER_REGIONAL,222.02,2.6385,4.2207,1.7152
2020-04-18,NL,visa,CREDIT,Standard,INTER_REGIONAL,84.39,0.4434,0.8055,0.3508
2020-04-25,NL,visa,DEBIT,Standard,INTRA_REGIONAL,4.69,0.0337,0.0704,0.0248
2020-04-05,GB,visa,DEBIT,Standard,INTRA_REGIONAL,152.47,2.2322,3.588,1.3654
2020-04-05,NL,visa,DEBIT,Standard,INTRA_REGIONAL,3.8,0.0532,0.0741,0.0472
2020-04-22,NL,MasterCard,CREDIT,Purchasing,DOMESTIC,21.63,0.1705,0.3527,0.1222
2020-04-16,NL,visa,CREDIT,Standard,INTRA_REGIONAL,218.63,2.9158,4.8179,2.0139
2020-04-18,NL,visa,DEBIT,Standard,INTER_REGIONAL,44.73,0.6559,1.1453,0.4619
2020-04-06,DE,visa,DEBIT,Commercial,INTRA_REGIONAL,47.0,0.5026,0.9029,0.3319
2020-04-09,NL,visa,DEBIT,Premium,INTER_REGIONAL,97.45,1.4267,2.8927,1.1651
2020-04-17,DE,MasterCard,DEBIT,Corporate,INTER_REGIONAL,14.9,0.2052,0.4217,0.1323
2020-04-28,DE,MasterCard,DEBIT,Purchasing,INTRA_REGIONAL,94.42,0.8265,1.2634,0.5463
2020-04-20,GB,visa,DEBIT,Premium,INTRA_REGIONAL,138.76,1.7547,3.0862,1.5561
2020-04-14,NL,visa,CREDIT,Premium,DOMESTIC,22.1,0.3079,0.4157,0.2663
2020-04-07,NL,visa,CREDIT,other,INTER_REGIONAL,346.71,4.2392,7.8596,2.7145
2020-04-30,NL,visa,CREDIT,Standard,INTER_REGIONAL,24.79,0.3613,0.4723,0.3249
2020-04-18,GB,MasterCard,DEBIT,Standard,INTRA_REGIONAL,61.44,0.395,0.7516,0.3281
2020-04-25,GB,MasterCard,CREDIT,Commercial,INTER_REGIONAL,78.16,0.7719,1.0514,0.5575
2020-04-24,NL,visa,DEBIT,Standard,INTRA_REGIONAL,34.34,0.2746,0.3739,0.206
2020-04-23,GB,MasterCard,DEBIT,Standard,INTRA_REGIONAL,68.74,0.5467,0.8123,0.3741
2020-04-07,US,MasterCard,DEBIT,other,INTER_REGIONAL,5.21,0.0594,0.1237,0.0464
2020-04-23,NL,MasterCard,DEBIT,Fleet,INTRA_REGIONAL,28.25,0.2682,0.4744,0.2112
2020-04-10,NL,MasterCard,DEBIT,Super Premium,DOMESTIC,43.99,0.4488,0.6347,0.3737
2020-04-13,NL,visa,DEBIT,Standard,INTRA_REGIONAL,171.34,0.9498,1.8036,0.6604
2020-04-22,NL,visa,DEBIT,Standard,INTRA_REGIONAL,11.82,0.0711,0.1129,0.0484
2020-04-21,US,visa,CREDIT,Fleet,INTRA_REGIONAL,127.83,1.8023,2.887,1.6026
2020-04-12,NL,MasterCard,DEBIT,Premium,INTRA_REGIONAL,61.97,0.7228,1.4982,0.5987
2020-04-15,US,MasterCard,DEBIT,Standard,INTRA_REGIONAL,12.43,0.1422,0.1903,0.1007
2020-04-29,US,visa,DEBIT,Premium,INTER_REGIONAL,6.14,0.0339,0.0649,0.0246
2020-04-17,US,MasterCard,DEBIT,Commercial,INTRA_REGIONAL,6.05,0.0835,0.123,0.0671
2020-04-15,DE,visa,DEBIT,Commercial,INTRA_REGIONAL,120.33,1.0771,2.0148,0.7106
2020-04-04,US,visa,DEBIT,Standard,INTER_REGIONAL,6.41,0.0651,0.0986,0.0554
2020-04-08,NL,visa,DEBIT,Standard,INTER_REGIONAL,25.49,0.2305,0.3976,0.1795
2020-04-08,NL,visa,CREDIT,Premium,INTRA_REGIONAL,1.4,0.0114,0.0219,0.0095
2020-04-03,DE,MasterCard,DEBIT,Standard,INTRA_REGIONAL,24.9,0.1906,0.2505,0.1311
2020-04-11,GB,visa,DEBIT,Premium,INTER_REGIONAL,41.71,0.3336,0.6062,0.2977
2020-04-01,US,visa,CREDIT,Corporate,INTRA_REGIONAL,2.16,0.0173,0.0234,0.0116
2020-04-19,NL,visa,CREDIT,Premium,INTER_REGIONAL,10.77,0.157,0.3225,0.1312
2020-04-18,US,visa,CREDIT,Standard,INTER_REGIONAL,14.96,0.0959,0.1724,0.08
2020-04-08,DE,visa,CREDIT,Commercial,INTRA_REGIONAL,16.16,0.1897,0.2861,0.1335
2020-04-19,US,visa,DEBIT,Fleet,INTRA_REGIONAL,8.96,0.1306,0.2251,0.0878
2020-04-08,DE,MasterCard,DEBIT,Standard,INTRA_REGIONAL,27.47,0.2636,0.4579,0.1924
2020-04-01,NL,visa,DEBIT,Standard,INTER_REGIONAL,56.68,0.4206,0.87,0.2772
2020-04-03,US,MasterCard,CREDIT,other,INTRA_REGIONAL,51.69,0.3926,0.6476,0.3055
2020-04-23,NL,MasterCard,CREDIT,Standard,INTRA_REGIONAL,34.19,0.5051,0.9626,0.3276
2020-04-21,DE,MasterCard,DEBIT,Commercial,INTRA_REGIONAL,65.79,0.436,0.7639,0.3625
2020-04-02,DE,visa,DEBIT,Standard,DOMESTIC,70.41,0.5084,0.7917,0.4344
2020-04-08,GB,visa,DEBIT,Standard,INTRA_REGIONAL,7.22,0.0839,0.117,0.0576
2020-04-03,NL,MasterCard,CREDIT,Standard,INTRA_REGIONAL,6.6,0.0828,0.1685,0.0733
2020-04-29,DE,visa,CREDIT,Standard,INTRA_REGIONAL,4.84,0.0416,0.0759,0.028
2020-04-02,NL,MasterCard,DEBIT,Premium,INTER_REGIONAL,42.81,0.335,0.6902,0.2595
2020-04-28,NL,MasterCard,DEBIT,Super Premium,INTER_REGIONAL,26.38,0.225,0.4534,0.1989
2020-04-11,US,visa,CREDIT,Premium,INTRA_REGIONAL,54.1,0.3712,0.581,0.3179
2020-04-03,NL,visa,DEBIT,other,INTRA_REGIONAL,6.75,0.0614,0.1197,0.0522
2020-04-17,NL,MasterCard,CREDIT,Commercial,INTER_REGIONAL,37.76,0.2955,0.4847,0.1806
2020-04-08,NL,MasterCard,DEBIT,Premium,INTRA_REGIONAL,117.1,0.6495,1.35,0.4338
2020-04-09,NL,visa,DEBIT,Standard,INTRA_REGIONAL,142.71,1.9243,3.1522,1.3295
2020-04-22,NL,MasterCard,CREDIT,Standard,INTER_REGIONAL,88.65,1.2428,2.4177,1.1129
2020-04-16,GB,visa,CREDIT,Super Premium,INTER_REGIONAL,287.9,1.9212,3.6974,1.4892
2020-04-07,US,visa,DEBIT,Commercial,INTER_REGIONAL,52.44,0.6368,1.2145,0.4017
2020-04-18,DE,visa,DEBIT,other,DOMESTIC,121.31,1.1667,2.3763,0.9431
2020-04-05,GB,MasterCard,DEBIT,Corporate,INTER_REGIONAL,109.36,0.9245,1.4501,0.8261
2020-04-24,US,MasterCard,CREDIT,Commercial,DOMESTIC,1.88,0.0125,0.0241,0.0103
2020-04-30,NL,visa,CREDIT,Standard,INTRA_REGIONAL,30.27,0.445,0.7343,0.2984
2020-04-29,GB,MasterCard,CREDIT,other,INTER_REGIONAL,293.85,4.0041,5.7795,3.3634
2020-04-19,DE,visa,DEBIT,Purchasing,INTER_REGIONAL,34.74,0.2813,0.431,0.2423
2020-04-19,GB,MasterCard,DEBIT,Commercial,INTRA_REGIONAL,36.01,0.2836,0.4383,0.2002
2020-04-16,DE,visa,CREDIT,Premium,INTER_REGIONAL,15.37,0.1973,0.3016,0.144
2020-04-08,GB,visa,DEBIT,Premium,DOMESTIC,174.99,1.9814,2.8912,1.4375
2020-04-26,GB,visa,DEBIT,Standard,INTRA_REGIONAL,131.1,1.9408,2.6278,1.4665
2020-04-16,NL,MasterCard,DEBIT,Premium,INTRA_REGIONAL,15.31,0.1296,0.2097,0.088
2020-04-26,NL,visa,DEBIT,Standard,INTRA_REGIONAL,255.14,3.7468,6.6802,2.3346
2020-04-14,NL,MasterCard,DEBIT,Standard,INTRA_REGIONAL,200.0,1.5348,2.0138,1.3652
2020-04-07,NL,MasterCard,CREDIT,Commercial,INTER_REGIONAL,148.01,1.1413,2.0294,0.9813
2020-04-04,US,visa,DEBIT,other,INTRA_REGIONAL,25.59,0.2783,0.5179,0.2238
2020-04-04,NL,visa,CREDIT,Standard,INTRA_REGIONAL,46.16,0.6728,1.0894,0.5732
2020-04-22,NL,MasterCard,CREDIT,Standard,INTER_REGIONAL,11.74,0.1466,0.2978,0.107
2020-04-14,NL,visa,CREDIT,Standard,INTRA_REGIONAL,27.96,0.3113,0.5635,0.2094
2020-04-12,GB,visa,DEBIT,Fleet,INTRA_REGIONAL,14.32,0.1071,0.1446,0.079
2020-04-14,GB,MasterCard,CREDIT,Standard,DOMESTIC,11.65,0.1559,0.3031,0.132
2020-04-14,US,visa,DEBIT,Commercial,INTRA_REGIONAL,39.85,0.2265,0.3617,0.1985
2020-04-15,DE,visa,DEBIT,Premium,DOMESTIC,258.35,3.0136,5.816,2.2189
2020-04-28,DE,visa,CREDIT,Premium,INTRA_REGIONAL,63.18,0.3563,0.6983,0.245
2020-04-24,NL,visa,DEBIT,Premium,INTER_REGIONAL,41.31,0.4094,0.8359,0.2586
2020-04-02,GB,visa,CREDIT,Standard,INTER_REGIONAL,63.51,0.8775,1.7123,0.7069
2020-04-22,NL,visa,DEBIT,Standard,INTRA_REGIONAL,9.52,0.0986,0.1563,0.0696
2020-04-21,US,MasterCard,DEBIT,other,DOMESTIC,8.38,0.0843,0.1731,0.0727
2020-04-21,NL,visa,CREDIT,Premium,INTER_REGIONAL,6.45,0.0876,0.1613,0.0746
2020-04-04,US,MasterCard,DEBIT,Commercial,INTER_REGIONAL,10.12,0.1208,0.1792,0.0767
2020-04-02,NL,visa,CREDIT,Super Premium,INTRA_REGIONAL,62.91,0.4161,0.5687,0.252
2020-04-13,NL,MasterCard,DEBIT,Standard,INTER_REGIONAL,37.6,0.4165,0.6232,0.2571
2020-04-24,NL,visa,DEBIT,other,INTRA_REGIONAL,5.3,0.056,0.0914,0.0408
2020-04-11,DE,MasterCard,CREDIT,Standard,INTRA_REGIONAL,111.97,1.2668,2.1865,0.8039
2020-04-26,DE,visa,DEBIT,Standard,INTRA_REGIONAL,24.79,0.1751,0.2825,0.1521
2020-04-28,NL,visa,DEBIT,Standard,INTRA_REGIONAL,31.35,0.3325,0.5994,0.2682
2020-04-04,NL,visa,CREDIT,Premium,DOMESTIC,13.22,0.1747,0.345,0.1302
2020-04-08,NL,MasterCard,DEBIT,Standard,DOMESTIC,29.72,0.1711,0.2755,0.1439
2020-04-07,US,visa,DEBIT,Fleet,INTRA_REGIONAL,113.08,1.178,2.4437,0.7303
2020-04-07,DE,visa,DEBIT,Corporate,INTRA_REGIONAL,9.08,0.0772,0.1234,0.0479
2020-04-18,NL,visa,CREDIT,Commercial,INTRA_REGIONAL,14.49,0.0737,0.1086,0.0588
2020-04-15,DE,visa,CREDIT,Corporate,INTRA_REGIONAL,176.96,2.2151,4.3026,1.6733
2020-04-05,NL,MasterCard,CREDIT,Super Premium,INTER_REGIONAL,54.47,0.3786,0.7619,0.3123
2020-04-14,US,MasterCard,CREDIT,Commercial,DOMESTIC,310.3,2.037,3.4204,1.66
2020-04-06,NL,visa,DEBIT,Standard,INTER_REGIONAL,125.45,1.1602,2.3509,0.8726
2020-04-09,NL,visa,CREDIT,Premium,DOMESTIC,125.21,0.9666,1.792,0.6565
2020-04-15,US,MasterCard,DEBIT,Standard,INTER_REGIONAL,67.77,0.8096,1.1941,0.6303
2020-04-08,NL,MasterCard,CREDIT,Corporate,INTRA_REGIONAL,10.6,0.0988,0.1309,0.067
2020-04-28,NL,MasterCard,DEBIT,Commercial,INTER_REGIONAL,185.25,2.1616,3.3687,1.8792
2020-04-30,US,visa,CREDIT,other,DOMESTIC,18.86,0.2031,0.275,0.1276
2020-04-03,US,visa,CREDIT,Corporate,DOMESTIC,71.78,1.075,1.6052,0.658
2020-04-15,NL,visa,DEBIT,Premium,INTRA_REGIONAL,3.76,0.0434,0.0645,0.0262
2020-04-26,GB,MasterCard,CREDIT,Standard,DOMESTIC,71.42,0.7996,1.3999,0.6296
2020-04-28,US,MasterCard,CREDIT,other,INTRA_REGIONAL,276.59,2.4595,3.6477,1.9161
2020-04-28,US,MasterCard,DEBIT,Premium,INTER_REGIONAL,18.35,0.2744,0.5721,0.2181
2020-04-18,US,MasterCard,CREDIT,Standard,INTRA_REGIONAL,138.02,1.2051,2.4745,0.7836
2020-04-04,DE,MasterCard,CREDIT,Commercial,INTER_REGIONAL,135.01,0.8859,1.6024,0.6908
2020-04-02,NL,MasterCard,DEBIT,Super Premium,DOMESTIC,62.03,0.7441,1.4663,0.6257
2020-04-21,US,visa,DEBIT,Premium,INTER_REGIONAL,163.54,1.7541,2.6691,1.5373
2020-04-18,DE,MasterCard,DEBIT,Standard,INTER_REGIONAL,12.57,0.1391,0.2789,0.1203
2020-04-27,GB,visa,CREDIT,Fleet,INTER_REGIONAL,27.69,0.3426,0.5239,0.2881
2020-04-01,US,visa,CREDIT,Commercial,DOMESTIC,138.52,0.779,1.2216,0.4831
2020-04-03,US,MasterCard,CREDIT,other,INTER_REGIONAL,28.67,0.2539,0.3445,0.1684
2020-04-30,NL,visa,DEBIT,Standard,INTER_REGIONAL,4.29,0.0557,0.0869,0.0384
2020-04-25,NL,visa,DEBIT,Standard,INTRA_REGIONAL,19.0,0.1069,0.157,0.0901
2020-04-28,NL,visa,CREDIT,Standard,INTER_REGIONAL,3.31,0.0352,0.0684,0.0226
2020-04-08,DE,visa,DEBIT,Commercial,INTER_REGIONAL,27.66,0.2732,0.3731,0.2016
2020-04-06,NL,MasterCard,DEBIT,Premium,INTRA_REGIONAL,63.45,0.7406,1.4232,0.6359
2020-04-14,NL,visa,CREDIT,other,DOMESTIC,237.32,2.0682,3.0116,1.5446
2020-04-16,GB,visa,DEBIT,Purchasing,INTER_REGIONAL,23.86,0.1976,0.3286,0.1638
2020-04-16,NL,visa,CREDIT,Standard,INTRA_REGIONAL,117.37,1.2668,2.143,1.0051
2020-04-07,NL,MasterCard,DEBIT,Super Premium,INTER_REGIONAL,7.03,0.0547,0.0807,0.0358
2020-04-28,US,visa,CREDIT,other,INTRA_REGIONAL,46.95,0.3019,0.4829,0.2534
2020-04-13,NL,visa,CREDIT,Purchasing,INTRA_REGIONAL,61.81,0.4453,0.6566,0.3839
2020-04-29,NL,visa,DEBIT,Fleet,INTRA_REGIONAL,10.24,0.1154,0.2193,0.0745
2020-04-02,DE,visa,DEBIT,Premium,DOMESTIC,15.07,0.2123,0.3555,0.1571
2020-04-06,GB,visa,DEBIT,Premium,INTRA_REGIONAL,13.74,0.206,0.3946,0.1482
2020-04-13,US,visa,DEBIT,Standard,INTER_REGIONAL,597.08,8.4224,14.3845,6.32
2020-04-01,NL,visa,CREDIT,Premium,DOMESTIC,43.2,0.2854,0.3767,0.2097
2020-04-13,NL,visa,CREDIT,Standard,INTRA_REGIONAL,12.46,0.1096,0.2128,0.0787
2020-04-09,GB,visa,CREDIT,Standard,INTRA_REGIONAL,17.19,0.1832,0.3743,0.1312
2020-04-30,NL,visa,CREDIT,Premium,INTRA_REGIONAL,14.25,0.0755,0.1562,0.0604
2020-04-26,US,visa,CREDIT,Super Premium,INTER_REGIONAL,7.8,0.1052,0.2165,0.091
2020-04-26,GB,visa,DEBIT,other,INTER_REGIONAL,108.8,1.2215,2.5555,0.8472
2020-04-15,NL,visa,DEBIT,Standard,INTER_REGIONAL,115.13,1.5365,3.1473,1.0075
2020-04-10,NL,MasterCard,DEBIT,Standard,INTER_REGIONAL,8.9,0.1307,0.2166,0.0981
2020-04-14,NL,visa,CREDIT,Super Premium,INTRA_REGIONAL,47.37,0.5106,1.0332,0.4316
2020-04-23,GB,visa,DEBIT,Standard,INTRA_REGIONAL,4.27,0.0591,0.1192,0.0516
2020-04-24,NL,MasterCard,DEBIT,Standard,INTER_REGIONAL,5.13,0.0432,0.071,0.0367
2020-04-26,NL,MasterCard,CREDIT,Standard,INTRA_REGIONAL,84.47,0.7888,1.1292,0.5009
2020-04-18,DE,MasterCard,DEBIT,Super Premium,INTRA_REGIONAL,4.71,0.0674,0.1319,0.0519
2020-04-22,GB,MasterCard,DEBIT,Standard,INTER_REGIONAL,57.98,0.3505,0.6174,0.2591
2020-04-23,NL,MasterCard,DEBIT,Standard,INTRA_REGIONAL,60.8,0.7532,0.9987,0.6008
2020-04-16,DE,visa,DEBIT,Commercial,INTER_REGIONAL,30.59,0.2593,0.3475,0.1597
2020-04-05,GB,visa,DEBIT,Commercial,INTER_REGIONAL,56.87,0.6128,0.9727,0.5191
2020-04-07,US,visa,DEBIT,Premium,INTRA_REGIONAL,9.08,0.0531,0.0889,0.0395
2020-04-10,US,visa,DEBIT,Corporate,DOMESTIC,15.43,0.1365,0.2276,0.0943
2020-04-07,US,visa,CREDIT,Super Premium,INTRA_REGIONAL,32.07,0.2911,0.416,0.232
2020-04-02,US,MasterCard,CREDIT,Standard,INTRA_REGIONAL,17.87,0.1101,0.1971,0.0971
2020-04-19,GB,visa,DEBIT,Commercial,INTRA_REGIONAL,53.73,0.5974,0.9551,0.4042
2020-04-24,NL,visa,DEBIT,Super Premium,INTRA_REGIONAL,55.32,0.3154,0.5098,0.2064
2020-04-18,NL,MasterCard,DEBIT,Premium,INTER_REGIONAL,39.79,0.291,0.4953,0.2385
2020-04-02,US,visa,CREDIT,other,DOMESTIC,112.37,1.2759,2.3015,0.9199
2020-04-24,GB,visa,CREDIT,Premium,INTRA_REGIONAL,23.14,0.3084,0.5342,0.2632
2020-04-11,NL,visa,CREDIT,Standard,DOMESTIC,46.01,0.4527,0.7747,0.3135
2020-04-02,DE,visa,DEBIT,Standard,INTER_REGIONAL,202.18,1.7101,3.1412,1.4393
2020-04-02,US,visa,CREDIT,Standard,DOMESTIC,14.43,0.0759,0.1353,0.0606
2020-04-19,GB,visa,CREDIT,Standard,INTRA_REGIONAL,14.04,0.1469,0.24,0.0952
2020-04-16,NL,visa,CREDIT,Fleet,INTER_REGIONAL,9.64,0.0861,0.1188,0.0521
2020-04-17,GB,MasterCard,DEBIT,Standard,INTER_REGIONAL,21.15,0.2894,0.5907,0.2101
2020-04-30,NL,visa,CREDIT,Premium,INTER_REGIONAL,18.02,0.1952,0.2555,0.1632
2020-04-28,NL,visa,CREDIT,Premium,DOMESTIC,4.13,0.0499,0.0757,0.0435
2020-04-17,NL,visa,DEBIT,Premium,DOMESTIC,49.86,0.651,0.9631,0.4348
2020-04-06,US,MasterCard,DEBIT,Premium,INTER_REGIONAL,74.65,0.4115,0.6971,0.3015
2020-04-02,NL,visa,CREDIT,Standard,INTRA_REGIONAL,13.07,0.1706,0.3255,0.1102
2020-04-17,NL,visa,DEBIT,Premium,INTRA_REGIONAL,217.32,1.507,2.7325,1.0217
2020-04-03,US,MasterCard,DEBIT,Standard,INTRA_REGIONAL,11.81,0.0875,0.1608,0.0742
2020-04-28,GB,MasterCard,DEBIT,Standard,INTRA_REGIONAL,177.99,1.3717,1.8723,1.2315
2020-04-06,NL,MasterCard,CREDIT,Corporate,INTRA_REGIONAL,8.41,0.0906,0.1806,0.0622
2020-04-03,DE,MasterCard,DEBIT,Premium,INTER_REGIONAL,130.78,0.9175,1.8786,0.7402
2020-04-20,US,MasterCard,CREDIT,Standard,DOMESTIC,42.59,0.23,0.4627,0.2064
2020-04-03,NL,visa,CREDIT,Standard,DOMESTIC,19.23,0.2262,0.4016,0.1766
2020-04-22,GB,MasterCard,DEBIT,Standard,INTRA_REGIONAL,96.9,0.7038,1.3048,0.4715
2020-04-28,DE,MasterCard,DEBIT,Standard,INTER_REGIONAL,120.0,0.654,1.2343,0.4594
2020-04-08,DE,MasterCard,DEBIT,Premium,INTER_REGIONAL,48.94,0.2846,0.4289,0.1731
2020-04-13,DE,visa,CREDIT,Standard,INTER_REGIONAL,43.07,0.2371,0.4771,0.1833
2020-04-04,DE,visa,DEBIT,Standard,INTRA_REGIONAL,36.33,0.3055,0.6213,0.2206
2020-04-29,NL,MasterCard,DEBIT,Premium,INTRA_REGIONAL,37.85,0.4453,0.821,0.3935
2020-04-19,NL,visa,DEBIT,Standard,INTRA_REGIONAL,39.76,0.4508,0.8001,0.2727
2020-04-08,GB,visa,CREDIT,Commercial,INTER_REGIONAL,13.3,0.12,0.226,0.1001
2020-04-19,NL,visa,CREDIT,Standard,INTER_REGIONAL,46.74,0.2397,0.4152,0.205
2020-04-20,US,MasterCard,DEBIT,Standard,INTRA_REGIONAL,181.61,1.614,2.4085,1.0144
2020-04-02,NL,visa,DEBIT,other,INTRA_REGIONAL,4.92,0.0508,0.1015,0.0457
2020-04-20,DE,MasterCard,DEBIT,Standard,INTRA_REGIONAL,140.77,1.1476,1.6142,0.9063
2020-04-03,NL,MasterCard,CREDIT,Super Premium,INTRA_REGIONAL,130.35,1.7895,3.0421,1.4657
2020-04-14,DE,visa,DEBIT,Standard,INTRA_REGIONAL,116.08,0.8082,1.1318,0.7185
2020-04-22,NL,visa,CREDIT,Premium,INTER_REGIONAL,50.39,0.2807,0.3886,0.2177
2020-04-19,DE,visa,CREDIT,Purchasing,INTER_REGIONAL,352.5,2.6519,4.1004,2.0793
2020-04-19,US,MasterCard,CREDIT,Super Premium,INTER_REGIONAL,32.35,0.3691,0.6175,0.2425
2020-04-17,GB,MasterCard,DEBIT,other,INTER_REGIONAL,21.14,0.2677,0.4984,0.1872
2020-04-11,GB,visa,CREDIT,Premium,INTRA_REGIONAL,27.48,0.3943,0.5917,0.2508
2020-04-30,DE,MasterCard,DEBIT,Standard,INTER_REGIONAL,7.38,0.0855,0.1794,0.0629
2020-04-09,NL,visa,DEBIT,Fleet,INTRA_REGIONAL,34.0,0.3017,0.5514,0.221
2020-04-07,DE,visa,CREDIT,other,INTRA_REGIONAL,622.35,6.7322,10.914,4.7221
2020-04-22,NL,visa,DEBIT,Super Premium,INTER_REGIONAL,17.28,0.0965,0.1681,0.0751
2020-04-23,US,MasterCard,DEBIT,Corporate,INTRA_REGIONAL,38.42,0.541,0.8748,0.3727
2020-04-11,NL,visa,DEBIT,Commercial,INTER_REGIONAL,12.81,0.1844,0.3511,0.1431
2020-04-08,US,visa,DEBIT,Commercial,DOMESTIC,14.18,0.2043,0.2859,0.1762
2020-04-09,US,visa,CREDIT,Standard,INTRA_REGIONAL,97.36,0.9895,1.746,0.8715
2020-04-13,GB,visa,CREDIT,other,INTER_REGIONAL,16.32,0.1032,0.1705,0.0819
2020-04-05,NL,visa,CREDIT,other,INTRA_REGIONAL,91.21,0.6534,1.0808,0.4015
2020-04-22,US,MasterCard,CREDIT,Standard,INTRA_REGIONAL,151.87,1.7183,3.3121,1.3395
2020-04-21,NL,MasterCard,CREDIT,Commercial,INTER_REGIONAL,42.76,0.4813,0.8458,0.3155
2020-04-10,NL,MasterCard,CREDIT,Premium,INTER_REGIONAL,16.26,0.1531,0.219,0.1003
2020-04-15,NL,visa,DEBIT,Premium,INTRA_REGIONAL,43.9,0.4317,0.6934,0.3677
2020-04-11,NL,visa,DEBIT,Standard,INTRA_REGIONAL,111.74,1.1821,2.4444,0.7265
2020-04-30,NL,visa,DEBIT,Premium,INTRA_REGIONAL,40.95,0.2234,0.4595,0.1905
2020-04-25,NL,visa,DEBIT,Standard,INTER_REGIONAL,4.64,0.0398,0.0832,0.0321
2020-04-30,US,visa,DEBIT,Commercial,INTER_REGIONAL,38.23,0.1928,0.354,0.1528
2020-04-03,NL,visa,DEBIT,Standard,INTER_REGIONAL,37.81,0.4646,0.7212,0.3336
2020-04-01,NL,visa,DEBIT,Corporate,INTRA_REGIONAL,60.88,0.6374,1.0709,0.5588
2020-04-15,NL,visa,DEBIT,Corporate,DOMESTIC,60.54,0.8056,1.1921,0.5799
2020-04-20,NL,MasterCard,DEBIT,Corporate,INTER_REGIONAL,21.8,0.2683,0.4389,0.2075
2020-04-19,US,MasterCard,CREDIT,Standard,INTRA_REGIONAL,24.53,0.2572,0.4172,0.1944
2020-04-04,US,visa,CREDIT,Premium,INTER_REGIONAL,9.17,0.0604,0.1244,0.0522
2020-04-03,US,MasterCard,DEBIT,Standard,INTRA_REGIONAL,1.42,0.0122,0.0217,0.0094
2020-04-18,NL,visa,CREDIT,Commercial,INTER_REGIONAL,17.71,0.22,0.2904,0.1554
2020-04-07,GB,MasterCard,DEBIT,Super Premium,INTRA_REGIONAL,72.85,0.8087,1.3671,0.5175
2020-04-17,NL,visa,CREDIT,Premium,INTER_REGIONAL,89.45,0.453,0.7687,0.3106
2020-04-09,GB,visa,CREDIT,other,INTER_REGIONAL,11.36,0.1279,0.2226,0.0924
2020-04-05,DE,MasterCard,DEBIT,Standard,DOMESTIC,30.75,0.3312,0.6665,0.258
2020-04-30,US,visa,CREDIT,other,INTRA_REGIONAL,16.67,0.1165,0.1745,0.0806
2020-04-12,DE,MasterCard,DEBIT,Commercial,INTER_REGIONAL,12.83,0.0754,0.1084,0.057
2020-04-29,NL,visa,DEBIT,Corporate,INTER_REGIONAL,164.73,2.1393,4.3774,1.2965
2020-04-03,NL,MasterCard,DEBIT,Commercial,INTRA_REGIONAL,136.88,1.6139,3.3011,1.451
2020-04-29,GB,visa,CREDIT,Standard,INTER_REGIONAL,23.76,0.1712,0.2415,0.1468
2020-04-08,DE,MasterCard,DEBIT,Super Premium,INTRA_REGIONAL,56.89,0.4623,0.7529,0.3065
2020-04-12,US,MasterCard,CREDIT,Standard,INTRA_REGIONAL,82.45,1.2084,1.9514,0.7724
2020-04-10,GB,MasterCard,CREDIT,Standard,INTRA_REGIONAL,117.37,0.9533,1.5653,0.7565
2020-04-06,GB,visa,DEBIT,Standard,INTER_REGIONAL,37.76,0.3286,0.6247,0.2856
2020-04-15,US,visa,CREDIT,Premium,INTER_REGIONAL,36.27,0.204,0.3445,0.1291
2020-04-27,NL,visa,CREDIT,Fleet,INTER_REGIONAL,16.81,0.2001,0.4114,0.161
2020-04-18,NL,visa,CREDIT,Premium,INTER_REGIONAL,55.03,0.4469,0.8678,0.3836
2020-04-23,NL,MasterCard,DEBIT,Super Premium,INTRA_REGIONAL,88.26,0.5575,1.0392,0.4586
2020-04-10,GB,visa,CREDIT,Standard,INTER_REGIONAL,19.86,0.2418,0.4063,0.2067
2020-04-20,NL,visa,CREDIT,Premium,INTER_REGIONAL,36.94,0.4079,0.6807,0.3461
2020-04-26,US,MasterCard,DEBIT,Purchasing,INTRA_REGIONAL,289.41,3.4643,5.5096,2.9924
2020-04-21,GB,visa,DEBIT,Fleet,INTER_REGIONAL,36.14,0.4089,0.6201,0.2759
2020-04-17,US,visa,CREDIT,Premium,INTER_REGIONAL,41.46,0.2117,0.3674,0.189
2020-04-01,NL,visa,DEBIT,Premium,INTRA_REGIONAL,33.73,0.3399,0.4795,0.3041
2020-04-22,NL,visa,CREDIT,Commercial,INTRA_REGIONAL,116.45,1.0739,2.0705,0.7074
2020-04-27,US,MasterCard,DEBIT,Premium,INTER_REGIONAL,36.64,0.3008,0.5345,0.2703
2020-04-18,NL,MasterCard,DEBIT,Standard,INTER_REGIONAL,240.2,2.2067,3.2564,1.3242
2020-04-10,US,MasterCard,CREDIT,Standard,INTER_REGIONAL,39.62,0.5661,0.9309,0.3599
2020-04-30,DE,visa,DEBIT,Commercial,INTRA_REGIONAL,23.43,0.1431,0.1901,0.1285
2020-04-22,NL,visa,DEBIT,Standard,INTRA_REGIONAL,16.63,0.157,0.289,0.1182
2020-04-04,US,MasterCard,DEBIT,Corporate,INTRA_REGIONAL,122.96,1.8307,3.0876,1.6404
